potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6,encoder0,encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
-0.5015759784707383,0.16205782037729144,-0.012179640647328651,-0.028294280270350747,0.04116457520279271,0.057373721886591955,-0.0004376805645822657,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16205782037729144,-0.012163382846698882,-0.028200691688672563,0.04116457520279271,0.05709386636324654,-0.0006230755842779878,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015238180971433,0.16205782037729144,-0.012187769547643536,-0.028013514525316197,0.04116457520279271,0.05718715153769516,-0.0004376805645822657,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16209202387312793,-0.012175576197171209,-0.028107103106994824,0.040977285060864066,0.057467007061040576,-0.00034498305473418256,-0.5013675409275294,0.1619920447697333,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015238180971433,0.16209202387312793,-0.012183705097486092,-0.028107103106994824,0.040977285060864066,0.057280436712143334,-0.00034498305473418256,-0.5013675409275294,0.1619920447697333,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16205782037729144,-0.012179640647328651,-0.028200691688672563,0.040977285060864066,0.05718715153769516,-0.0004376805645822657,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16202361688145495,-0.012175576197171209,-0.028107103106994824,0.04116457520279271,0.057280436712143334,-0.00025228554488565536,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16209202387312793,-0.012171511747013765,-0.028107103106994824,0.040977285060864066,0.057280436712143334,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017324595915242,0.16209202387312793,-0.012179640647328651,-0.028200691688672563,0.040883639989899745,0.05718715153769516,-0.0004376805645822657,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016802992179288,0.16205782037729144,-0.012179640647328651,-0.027919925943638013,0.040977285060864066,0.05718715153769516,-0.0004376805645822657,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017324595915242,0.16209202387312793,-0.012179640647328651,-0.028200691688672563,0.04116457520279271,0.05709386636324654,-0.0008084706039745981,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5018367803387147,0.16202361688145495,-0.012183705097486092,-0.027826337361959386,0.040789994918935424,0.05709386636324654,-0.000715773094126515,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017846199651192,0.1622288378564738,-0.012179640647328651,-0.028013514525316197,0.040977285060864066,0.057000581188798805,-0.000715773094126515,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16205782037729144,-0.012183705097486092,-0.028013514525316197,0.041258220273756585,0.057280436712143334,-0.0005303780744303488,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16198941338561834,-0.012175576197171209,-0.028013514525316197,0.04116457520279271,0.057373721886591955,-0.0004376805645822657,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017324595915242,0.16205782037729144,-0.012179640647328651,-0.028200691688672563,0.041258220273756585,0.057000581188798805,-0.0005303780744303488,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16209202387312793,-0.012183705097486092,-0.028200691688672563,0.040883639989899745,0.057000581188798805,-0.000715773094126515,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16202361688145495,-0.012175576197171209,-0.028013514525316197,0.04107093013182839,0.05718715153769516,-0.00025228554488565536,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16209202387312793,-0.012175576197171209,-0.028200691688672563,0.040883639989899745,0.05718715153769516,-0.0004376805645822657,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016802992179288,0.16202361688145495,-0.012191833997800978,-0.028107103106994824,0.04107093013182839,0.057280436712143334,-0.0004376805645822657,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16209202387312793,-0.012179640647328651,-0.028107103106994824,0.040977285060864066,0.05718715153769516,-0.00034498305473418256,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017324595915242,0.16202361688145495,-0.012187769547643536,-0.02838786885202893,0.041258220273756585,0.05718715153769516,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015238180971433,0.16205782037729144,-0.012171511747013765,-0.028107103106994824,0.04107093013182839,0.05718715153769516,-0.0004376805645822657,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015238180971433,0.16202361688145495,-0.012183705097486092,-0.028013514525316197,0.040977285060864066,0.057373721886591955,-0.00034498305473418256,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16212622736896443,-0.012195898447958422,-0.02838786885202893,0.04116457520279271,0.057373721886591955,-0.0004376805645822657,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017324595915242,0.16212622736896443,-0.012167447296856322,-0.028107103106994824,0.040883639989899745,0.057280436712143334,-0.0005303780744303488,-0.5013675409275294,0.1619920447697333,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5014716577235478,0.16205782037729144,-0.012175576197171209,-0.028200691688672563,0.041258220273756585,0.05718715153769516,-0.0005303780744303488,-0.5013598181946551,0.1619920447697333,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16212622736896443,-0.012175576197171209,-0.028107103106994824,0.040883639989899745,0.05718715153769516,-0.000715773094126515,-0.5013598181946551,0.1619920447697333,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16198941338561834,-0.012179640647328651,-0.028013514525316197,0.04116457520279271,0.057280436712143334,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015238180971433,0.16216043086480092,-0.012179640647328651,-0.027826337361959386,0.040883639989899745,0.05718715153769516,-0.0005303780744303488,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016802992179288,0.16209202387312793,-0.012175576197171209,-0.028013514525316197,0.04116457520279271,0.05709386636324654,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015238180971433,0.16202361688145495,-0.012191833997800978,-0.028013514525316197,0.041258220273756585,0.05718715153769516,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16209202387312793,-0.012179640647328651,-0.027826337361959386,0.04116457520279271,0.05718715153769516,-0.00034498305473418256,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017324595915242,0.16209202387312793,-0.012179640647328651,-0.028013514525316197,0.04107093013182839,0.05709386636324654,-0.0008084706039745981,-0.5013675409275294,0.1619920447697333,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017324595915242,0.16212622736896443,-0.012187769547643536,-0.027826337361959386,0.040883639989899745,0.05718715153769516,-0.000715773094126515,-0.5013675409275294,0.1619920447697333,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16216043086480092,-0.012171511747013765,-0.027919925943638013,0.04116457520279271,0.057280436712143334,-0.000715773094126515,-0.5013675409275294,0.1619920447697333,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016802992179288,0.16209202387312793,-0.012179640647328651,-0.028200691688672563,0.040883639989899745,0.057280436712143334,-0.000715773094126515,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015238180971433,0.16205782037729144,-0.012175576197171209,-0.028107103106994824,0.04116457520279271,0.057280436712143334,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16202361688145495,-0.012187769547643536,-0.028013514525316197,0.040977285060864066,0.05718715153769516,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017324595915242,0.16212622736896443,-0.012179640647328651,-0.028013514525316197,0.04107093013182839,0.057280436712143334,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16205782037729144,-0.012179640647328651,-0.028294280270350747,0.04116457520279271,0.05718715153769516,-0.0005303780744303488,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16202361688145495,-0.012187769547643536,-0.028200691688672563,0.040977285060864066,0.05718715153769516,-0.00034498305473418256,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016802992179288,0.16209202387312793,-0.012167447296856322,-0.028200691688672563,0.040977285060864066,0.05718715153769516,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16202361688145495,-0.012179640647328651,-0.028013514525316197,0.04116457520279271,0.057000581188798805,-0.0004376805645822657,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017324595915242,0.16212622736896443,-0.012179640647328651,-0.028200691688672563,0.04116457520279271,0.057280436712143334,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015238180971433,0.16198941338561834,-0.012171511747013765,-0.028107103106994824,0.040789994918935424,0.05709386636324654,-0.00034498305473418256,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017846199651192,0.16205782037729144,-0.012191833997800978,-0.028107103106994824,0.04116457520279271,0.05756029223548831,-0.000715773094126515,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5017846199651192,0.16205782037729144,-0.012183705097486092,-0.027732748780281646,0.040977285060864066,0.05718715153769516,-0.000715773094126515,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016802992179288,0.16209202387312793,-0.012179640647328651,-0.028013514525316197,0.04116457520279271,0.05718715153769516,-0.000715773094126515,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16209202387312793,-0.012179640647328651,-0.028013514525316197,0.04107093013182839,0.05718715153769516,-0.0006230755842779878,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16198941338561834,-0.012179640647328651,-0.02838786885202893,0.040977285060864066,0.05709386636324654,-0.0005303780744303488,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16205782037729144,-0.012179640647328651,-0.028107103106994824,0.04116457520279271,0.057000581188798805,-0.0005303780744303488,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16198941338561834,-0.012179640647328651,-0.028200691688672563,0.04116457520279271,0.057280436712143334,-0.00034498305473418256,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015238180971433,0.16205782037729144,-0.012179640647328651,-0.028013514525316197,0.040789994918935424,0.057280436712143334,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16209202387312793,-0.012171511747013765,-0.028294280270350747,0.041258220273756585,0.057467007061040576,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016802992179288,0.16202361688145495,-0.012179640647328651,-0.028013514525316197,0.041258220273756585,0.057373721886591955,-0.0005303780744303488,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016802992179288,0.16209202387312793,-0.012175576197171209,-0.028200691688672563,0.04107093013182839,0.05718715153769516,-0.000715773094126515,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16205782037729144,-0.012179640647328651,-0.028294280270350747,0.04107093013182839,0.05718715153769516,-0.000715773094126515,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016802992179288,0.16209202387312793,-0.012179640647328651,-0.028013514525316197,0.04144551041568567,0.05709386636324654,-0.0004376805645822657,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015759784707383,0.16202361688145495,-0.012179640647328651,-0.028107103106994824,0.04107093013182839,0.05718715153769516,-0.0005303780744303488,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5015238180971433,0.16212622736896443,-0.012179640647328651,-0.028013514525316197,0.04116457520279271,0.05718715153769516,-0.000715773094126515,-0.5013675409275294,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
-0.5016281388443333,0.16212622736896443,-0.012179640647328651,-0.028107103106994824,0.04116457520279271,0.05718715153769516,-0.000715773094126515,-0.5013598181946551,0.16199976750260753,-0.01217345939,-0.02803556690651586,0.040913147877929844,0.05701012409219732,-0.000402424405356687
